Price,Bedrooms,Space,Room,Lot,Tax,Bathroom,Garage,Condition
766950,3,3030,5,30007,1.5,3,0,4
682000,3,1830,6,5120,1.5,3,2,5
325000,3,2220,7,6049,2,3,0,4
543000,3,2090,2,7640,1,3,0,3
525000,3,1600,6,6120,1.5,3,0,3
364000,4,2010,8,8625,1,4,0,4
394475,2,830,9,4000,1,2,0,3
316000,4,2010,2,7226,2,4,0,3
339950,3,1050,4,5402,1.5,3,0,4
486000,4,2150,5,39449,1,4,0,3
160000,3,860,3,11900,1,3,0,4
930000,3,3100,1,20553,1,3,0,3
139000,3,1100,3,17334,1,3,0,3
562000,3,1830,4,8000,1,3,0,4
299000,2,1250,2,34395,1,2,0,4
511000,3,1820,5,4883,2,3,0,3
499000,3,2090,2,42689,1.5,3,0,3
356000,3,2100,4,12384,2,3,0,3
470000,4,2310,5,14023,2,4,0,3
715000,4,2060,6,5649,1,4,0,5
1120000,4,4470,7,60373,2,4,0,3
458000,3,1660,2,7500,1,3,0,4
966000,5,3810,6,8019,2,5,0,3
305495,3,2110,8,10200,2,3,0,4
543000,2,2370,9,217800,1.5,2,0,3
340000,3,1970,2,3716,2,3,0,3
633100,4,2470,4,33305,2,4,0,3
310000,3,1480,5,7830,1,3,0,3
349950,5,2257,3,10117,1,5,0,3
267800,2,700,1,6000,1,2,0,4
234000,4,1630,3,9010,1,4,0,4
740000,4,3430,4,10157,2,4,0,3
607500,5,2220,2,6000,1.5,5,0,3
223000,3,1340,5,7473,1,3,0,4
400000,2,980,2,2130,1,2,0,4
802000,3,2580,4,13096,2,3,0,3
253000,4,2230,5,4541,2,4,0,3
1058000,4,2290,6,11137,1,4,0,4
300000,3,1260,7,8280,1,3,0,3
625000,4,1680,2,11180,1,4,0,4
707000,4,3200,6,7081,2,4,0,3
950000,4,3320,8,7644,2,4,0,3
420000,4,3040,9,24123,2,4,0,3
498000,4,2270,2,7375,1,4,0,4
450000,3,2910,4,17172,2,3,0,3
955000,5,2510,5,9887,2,5,0,3
215000,2,1240,3,7200,1,2,0,3
437000,3,2580,1,5200,2,3,0,3
773000,3,2470,3,3600,2,3,0,3
1222500,4,4910,4,9444,1.5,4,0,3
256883,3,1690,2,5025,2,3,0,3
592500,4,2240,5,12032,1,4,0,3
252350,3,1650,2,7352,1,3,0,3
370000,4,2710,4,5880,2,4,0,3
465750,3,1260,5,10350,1,3,0,3
185000,3,1150,6,8100,1,3,0,3
582800,4,2550,7,7636,1,4,0,3
245000,3,1490,2,6930,1,3,0,4
302000,4,2020,6,7865,1,4,0,4
451555,2,1320,8,4520,1,2,1,3
250000,3,1230,9,10350,1,3,0,4
255000,4,2070,2,7800,2,4,0,3
840000,4,2930,4,11562,1,4,3,3
190000,3,1090,5,8520,1,3,0,3
349950,3,1400,3,7066,1,3,0,3
613000,4,1550,1,4815,1.5,4,0,3
300000,3,1220,3,13000,1,3,0,4
455000,3,1870,4,7344,1,3,0,3
335000,3,2150,2,30476,2,3,0,3
197500,3,980,5,3090,1.5,3,0,3
412500,3,1490,2,8475,1,3,0,4
395300,3,1120,4,7000,1,3,0,3
342400,3,1180,5,9630,2,3,0,3
749400,4,3240,6,20301,2,4,0,3
316500,4,2150,7,6807,2,4,0,4
390000,3,2240,2,10800,2,3,0,3
225000,3,1400,6,7384,1,3,0,3
550000,3,1980,8,40887,1,3,0,4
280000,3,1330,9,20562,1.5,3,0,3
1255000,4,3200,2,7535,2,4,0,3
575000,2,1490,4,6000,1,2,0,3
1000000,5,3920,5,16258,2,5,0,3
585000,5,2000,3,3750,2,5,0,4
620000,4,2680,1,9185,2,4,0,3
204700,4,1670,3,9987,1,4,0,3
695000,4,3150,4,9130,2,4,0,3
689900,4,2740,2,7266,2,4,0,3
375000,4,1890,5,8000,1,4,0,4
475000,7,2870,2,29699,1,7,0,3
215000,3,1160,4,10384,1,3,0,4
2100000,4,3550,5,19865,2,4,0,3
790000,3,1790,6,6117,1,3,2,3
350000,3,1680,7,250470,1,3,0,4
695000,3,4560,2,17622,2,3,0,4
263000,3,1590,6,7748,2,3,0,4
400000,3,1630,8,10304,1,3,0,5
525000,3,2700,9,7434,2,3,0,3
349950,3,1700,2,7496,2,3,0,3
1085000,4,3740,4,12080,1,4,0,3
744000,4,1980,5,5352,2.5,4,0,3
312500,2,880,3,6345,1,2,0,3
240000,3,1400,1,6200,1,3,0,3
495000,4,2050,3,4000,1.5,4,0,5
580050,3,2360,4,4638,2,3,3,3
640000,4,2560,2,7798,1,4,0,4
417000,3,1340,5,10224,1,3,0,4
174950,3,1060,2,5200,1,3,0,5
295000,3,850,4,2500,1,3,0,3
423000,4,1880,5,7303,1,4,0,3
839000,3,1230,6,12305,1,3,0,3
343000,4,2290,7,10290,1,4,0,3
467000,3,1660,2,6582,1,3,0,5
512500,3,1840,6,2875,2,3,0,4
575000,4,3020,8,17810,1,4,0,3
465000,3,1410,9,6886,1,3,0,3
270000,3,1010,2,9514,1,3,0,3
340000,3,1960,4,8136,1,3,0,3
765000,5,3580,5,14275,2,5,0,3
497000,4,2240,3,7200,2,4,0,3
803100,4,3310,1,5404,2,4,0,3
344000,3,1232,3,1130,3,3,0,3
828950,4,3930,4,5680,2,4,1,3
386380,3,1720,2,3600,2,3,0,3
312000,3,1490,5,974,2,3,0,3
720000,3,3150,2,151588,2,3,0,3
914500,4,3950,4,10856,3,4,0,3
819995,5,3030,5,10335,2,5,0,3
252700,2,1070,6,9643,1,2,0,3
437500,3,2320,7,36847,2,3,2,3
350000,1,700,2,5100,1,1,0,3
619000,3,2720,6,6439,2,3,0,3
408200,3,1800,8,5761,2,3,0,4
451000,3,1560,9,4049,1.5,3,2,3
317000,3,1760,2,11410,1,3,0,5
799000,4,3120,4,5000,2,4,0,3
720000,2,2020,5,7200,1,2,3,4
490000,3,1450,3,2400,1.5,3,0,3
239900,4,1860,1,7000,1,4,0,3
446000,4,2270,3,7800,1,4,0,3
275000,3,1480,4,15639,2,3,0,3
239950,5,1460,2,6032,2,5,0,4
248000,4,1850,5,6519,2,4,0,3
619500,3,2170,2,5000,2,3,0,3
363750,3,1726,4,197326,2,3,0,4
385000,3,1180,5,10541,1,3,0,4
370000,4,1370,6,9957,1,4,0,3
425000,3,2670,7,13218,1,3,0,4
342000,3,1260,2,6826,1,3,0,3
345000,4,1980,6,7991,1.5,4,0,3
724800,3,2050,8,3933,1,3,0,3
725000,5,2830,9,5310,2,5,0,3
605000,2,910,2,3600,1,2,0,4
350000,4,2440,4,4000,2,4,0,3
785000,3,2180,5,5440,1,3,0,5
250000,3,1900,3,6660,1,3,0,5
565000,3,1520,1,1221,3,3,0,3
875000,3,2220,3,6641,1,3,2,4
862500,4,3280,4,24440,2,4,0,3
400000,3,2740,2,83199,2,3,4,3
282613,2,830,5,6017,1,2,0,4
174500,2,1010,2,5200,1,2,0,3
306500,3,2060,4,38377,1,3,0,4
445000,3,1990,5,7340,2,3,0,3
433000,4,2280,6,7568,2,4,0,4
306000,3,1870,7,5874,2,3,0,3
620000,3,1720,2,4000,1.5,3,0,4
245000,2,870,6,6150,1,2,0,3
238000,3,1020,8,1204,2,3,0,3
523000,3,1260,9,3135,1.5,3,0,3
522500,3,2370,2,7875,2,3,0,3
180000,3,1000,4,18513,1,3,0,3
375000,3,1100,5,1751,2,3,0,3
249000,3,1440,3,7673,1,3,0,3
730100,4,3120,1,14300,2,4,0,3
551000,2,2260,3,9604,1,2,0,3
375000,4,2790,4,7956,2,4,0,3
540000,1,1140,2,6700,1.5,1,0,3
605000,3,1290,5,2500,2,3,0,4
205000,5,1730,2,5200,1,5,0,4
645000,4,3160,4,11380,2,4,0,3
314000,4,2340,5,8990,2,4,0,3
330000,3,1170,6,4950,1,3,0,4
490000,2,1160,7,5000,1,2,0,4
445000,3,1970,2,24318,1,3,0,3
2000000,5,6490,6,10862,2,5,3,4
377500,3,1410,8,1377,2,3,0,3
480000,4,2430,9,5000,2,4,0,3
804995,5,3360,2,5402,2,5,0,3
341000,3,1480,4,1663,2,3,0,3
675000,5,3200,5,6455,2,5,0,3
611000,3,2134,3,1984,2.5,3,0,3
379950,3,1860,1,1787,3,3,0,3
1270000,4,5520,3,8313,2,4,3,3
500000,2,1310,4,1500,2,2,0,3
410000,3,1700,2,4250,1,3,0,3
415000,3,2480,5,8342,2,3,0,3
297000,5,1970,2,8605,2,5,0,4
575550,4,2060,4,7475,1,4,0,3
534640,3,2130,5,3500,1,3,0,4
352500,3,1410,6,14110,1,3,2,3
488000,2,1360,7,4688,1,2,0,3
732000,3,1940,2,55756,1,3,0,5
215000,2,1610,6,2040,2,2,0,4
592500,2,1420,8,9191,1.5,2,2,5
290000,4,1700,9,7280,2,4,0,4
475000,2,1490,2,3825,1,2,0,3
320000,3,2680,4,7757,2,3,0,3
1216000,4,3190,5,8684,1,4,3,5
290000,5,2120,3,7700,1.5,5,0,5
487250,4,1690,1,3250,1.5,4,0,3
339000,4,1830,3,8601,2,4,0,3
440000,2,1010,4,1968,1.5,2,0,5
366500,4,2070,2,9300,1,4,0,5
462000,3,1710,5,4500,1.5,3,0,3
560000,4,1660,2,4690,1.5,4,0,3
285000,4,2080,4,13629,1,4,0,4
280000,3,1270,5,9675,2,3,0,3
210000,3,1080,6,21043,1,3,0,3
690000,3,1610,7,5100,1.5,3,0,5
256500,2,1120,2,9912,1,2,0,4
411000,4,2500,6,5257,2,4,0,3
215000,3,970,8,7275,1,3,0,4
762000,5,3370,9,5000,1.5,5,0,4
359950,3,1290,2,189486,1,3,0,4
480000,4,3370,4,435600,2,4,3,3
1405000,4,3410,5,10769,2,4,0,3
390000,4,2490,3,8290,2,4,0,3
413500,2,770,1,4000,1,2,0,5
285000,1,810,3,3211,2,1,0,4
475000,4,3060,4,10043,1,4,0,4
386591,3,1690,2,1613,2,3,0,3
524950,3,1890,5,3825,1,3,0,3
241000,2,1470,2,3128,2,2,0,3
461000,2,1060,4,7193,1,2,0,3
810000,4,3480,5,59242,2,4,0,3
885000,4,2730,6,3560,1.5,4,0,3
247000,3,1580,7,7941,2,3,0,4
296500,3,2170,2,7900,1,3,0,4
141800,2,930,6,4743,1,2,0,4
333000,4,1580,8,7800,2,4,0,2
602000,5,3290,9,11900,1.5,5,0,3
565000,4,2110,2,10698,2,4,0,4
373000,3,1670,4,3565,2,3,0,3
588000,3,2030,5,7350,1,3,0,4
485000,3,1500,3,4100,1.5,3,0,3
482500,3,1450,1,1445,2,3,0,3
251200,4,1310,3,8250,1,4,0,3
869000,5,4180,4,49222,2,5,0,4
464000,3,1630,2,28600,1,3,0,3
755000,4,2660,5,10452,2,4,0,3
280000,3,1720,2,1916,2,3,0,3
485000,2,1260,4,1240,3,2,0,3
305000,3,1610,5,12247,1,3,0,3
110700,2,680,6,8064,1,2,0,3
850000,4,2640,7,5900,2,4,2,3
350000,3,1640,2,7200,2,3,0,4
319950,4,2310,6,8045,1,4,0,4
700000,3,2010,8,4905,1,3,0,5
368000,2,1660,9,4680,1,2,0,5
433500,3,2200,2,3360,2,3,0,3
611000,4,2460,4,4200,2,4,0,3
1000000,2,2430,5,23400,1,2,4,3
307000,3,1370,3,7500,1,3,0,3
442500,3,1800,1,10200,1,3,0,3
485000,3,2200,3,7706,2,3,2,3
367000,2,700,4,2334,1,2,0,3
429000,3,1920,2,15124,2,3,0,3
446000,5,2190,5,12687,1,5,0,5
572500,3,2030,2,9791,1,3,0,4
477000,3,1350,4,2053,3,3,0,3
518000,3,1680,5,2096,2,3,0,3
462000,5,1250,6,10530,1,5,0,4
1190000,4,2240,7,6000,1.5,4,0,4
137000,3,950,2,7620,1,3,0,3
530000,3,2320,6,3174,2,3,0,3
818000,2,2380,8,9374,1,2,2,3
640000,2,1540,9,958,3,2,0,3
298450,5,2100,2,9752,1,5,0,3
575000,4,2500,4,4945,2,4,0,3
730000,4,3230,5,7331,2,4,0,3
551000,3,2830,3,5802,2,3,0,3
271310,2,870,1,5340,1.5,2,0,2
675000,4,2690,3,28300,1,4,0,3
479000,3,1260,4,889,3,3,0,3
520000,4,2680,2,10000,2,4,0,3
599950,3,2660,5,4975,2,3,0,3
483945,2,1480,2,5120,1,2,0,4
390000,4,1770,4,33132,1,4,0,4
192500,2,950,5,7692,1,2,0,3
330000,2,860,6,8308,1,2,0,4
250000,4,1960,7,7560,1,4,0,5
243000,2,1770,2,5522,1.5,2,0,4
575000,4,1280,6,6060,1,4,0,3
639000,4,2150,8,12028,2,4,0,4
710000,2,1790,9,4000,1,2,0,4
675000,3,1990,2,10260,2,3,0,4
405000,5,2430,4,4781,2,5,0,3
615000,4,2820,5,13193,1,4,0,3
490000,3,1910,3,8190,1,3,0,4
467000,3,1270,1,1213,2,3,0,3
480000,4,2050,3,3960,1,4,0,4
755000,6,2150,4,4505,1,6,0,3
760000,4,2450,2,13300,1,4,2,4
387000,2,1230,5,1280,2,2,0,3
925000,4,2260,2,41984,1,4,0,4
415000,2,1050,4,60113,1,2,0,4
263000,3,1570,5,7775,2,3,0,3
519900,4,1820,6,9350,1,4,0,4
570000,2,1540,7,4025,1,2,0,4
450000,3,2060,2,44866,1,3,0,3
1300000,4,4380,6,74052,1,4,0,3
300000,3,1090,8,9900,1,3,0,4
320000,3,1480,9,7225,1,3,0,4
387500,4,1320,2,4440,1.5,4,0,3
458000,1,2140,4,10350,1,1,0,3
1212500,4,4560,5,16643,1,4,3,3
380000,4,2800,3,9764,2,4,0,3
200000,3,1050,1,5000,1,3,0,4
385000,3,1490,3,9630,1,3,0,4
396675,2,1730,4,6375,2,2,0,4
452000,4,1210,2,3760,1.5,4,0,3
426000,4,2800,5,8494,2,4,0,3
792000,3,1570,2,1050,2,3,0,3
315000,3,1400,4,31626,1,3,0,2
1275000,4,2850,5,7861,1,4,4,4
326000,6,1880,6,7200,1,6,0,4
268500,2,790,7,8424,1,2,0,4
440000,2,1300,2,4000,2,2,0,3
300000,3,2120,6,7735,1,3,0,4
525000,3,1540,8,4773,2,3,0,3
978000,4,2620,9,13777,1.5,4,2,4
1125000,6,2880,2,3192,2,6,0,4
700000,4,1680,4,4021,1.5,4,0,3
315000,2,790,5,6969,1,2,0,3
309000,3,1092,3,7500,1.5,3,0,3
219950,3,1650,1,9936,1,3,0,3
289000,3,2090,3,4700,2,3,0,3
210000,4,2180,4,28710,1,4,0,3
260000,4,1990,2,6671,2,4,0,3
699000,4,2650,5,7945,2,4,0,3
1800000,4,4460,2,16953,1,4,0,3
299950,3,910,4,8000,1,3,0,4
749950,3,2770,5,10773,2,3,2,3
1100000,3,2390,6,6888,2,3,1,5
555000,3,3050,7,158558,1,3,0,4
384000,3,1700,2,4000,2,3,0,3
499950,5,3200,6,43560,2,5,0,3
430000,3,1200,8,4500,1,3,0,5
350000,4,2220,9,6953,2,4,0,4
620000,3,2480,2,9041,2,3,0,3
765000,4,2560,4,12100,1,4,0,4
250000,4,2500,5,6300,1,4,0,4
376000,2,1150,3,4000,1,2,0,3
475000,4,1650,1,7775,1,4,0,4
120750,3,1140,3,9628,1,3,0,4
1690000,3,3400,4,8965,1,3,2,5
330000,3,1180,2,43124,1,3,0,4
619500,3,1700,5,4105,2,3,0,3
345000,3,1240,2,11200,1,3,0,4
598000,5,2890,4,12478,2,5,0,3
335000,3,1060,5,10050,1,3,0,4
372500,4,1590,6,10523,2,4,0,4
300000,6,2860,7,5682,2,6,0,3
194000,1,820,2,1060,1,1,0,3
507500,3,2020,6,8118,1,3,0,3
325000,4,1870,8,9680,1,4,0,4
329900,3,2170,9,4905,2,3,0,3
329000,4,1600,2,6765,1,4,0,3
494000,4,2090,4,4300,1.5,4,0,4
206000,4,1700,5,6025,1,4,0,3
423000,4,1940,3,6909,1,4,0,4
259000,3,1320,1,8625,1,3,0,4
879950,4,3500,3,13875,1,4,4,4
345600,5,2800,4,5120,2.5,5,0,3
395000,3,1080,2,2940,1.5,3,0,4
625000,4,3550,5,8048,2,4,0,3
439000,3,2010,2,251341,2,3,0,3
380000,3,1690,4,1468,2,3,0,3
440000,3,1270,5,1443,3,3,0,3
415000,3,1970,6,2377,2,3,0,3
860000,4,3160,7,8097,2,4,0,3
500000,3,1210,2,1200,3,3,0,3
953007,4,3120,6,5086,2,4,0,3
515000,4,2670,8,8765,2,4,0,3
772000,3,1640,9,1204,3,3,0,3
329995,4,2303,2,3680,2,4,0,3
409316,3,1800,4,3168,2,3,0,3
490000,5,4460,5,2975,3,5,2,3
305000,2,1590,3,2656,2,2,0,3
785000,4,3070,1,4684,2,4,0,3
240000,2,1330,3,7200,1,2,0,3
325000,3,990,4,6750,1,3,0,4
535800,4,1900,2,5790,2,4,0,3
720000,3,2020,5,1159,3,3,3,3
374000,3,2000,2,9416,1,3,0,4
189650,2,1100,4,7600,1,2,0,3
420850,1,960,5,40946,1,1,0,5
815000,4,3488,6,9614,2,4,0,3
1065000,2,1890,7,9466,2,2,0,3
199000,4,2030,2,8120,2,4,0,3
195000,3,1380,6,7350,1,3,0,3
1506000,4,3660,8,5800,2.5,4,0,3
288400,3,1870,9,3230,2,3,0,3
442000,4,2080,2,12007,1,4,0,4
619420,4,2450,4,14803,2,4,0,4
635000,4,2750,5,6180,1,4,0,4
210000,3,1240,3,4842,1,3,0,4
512500,3,1900,1,7604,2,3,0,3
567000,3,2540,3,6093,2,3,0,3
525000,3,2100,4,10362,2,3,0,3
475000,4,1790,2,2250,1,4,2,4
250000,3,1170,5,7258,1,3,0,3
220000,3,1060,2,9126,1,3,2,5
230000,5,1930,4,6120,1.5,5,0,3
385500,3,1540,5,7947,1,3,0,3
895000,5,2876,6,13927,1,5,2,4
368250,3,2150,7,7484,2,3,0,3
249900,2,1140,2,5500,1,2,0,3
350000,3,980,6,7790,1,3,0,5
175000,3,1230,8,13056,1,3,0,4
270000,3,1390,9,10905,1,3,0,3
495000,3,2380,2,6250,2,3,3,3
1580000,3,3690,4,7200,2,3,0,3
542500,5,3010,5,1074218,1.5,5,0,5
330000,3,1250,3,9126,1,3,0,3
1003000,4,2290,1,6120,2,4,0,4
299800,2,790,3,5240,1,2,0,4
299900,3,2720,4,6014,2,3,0,3
691000,4,2550,2,8632,1,4,0,3
195000,2,1080,5,3899,1,2,0,4
405000,3,2470,2,9620,1,3,1,4
360000,2,850,4,7710,1,2,2,5
256750,3,1990,5,8991,1,3,0,3
332500,3,1800,6,10500,2,3,0,3
975000,5,4850,7,36450,2,5,0,3
218000,3,1020,2,7874,1,3,0,3
429000,3,2420,6,49928,2,3,0,3
589000,4,2910,8,5776,2,4,2,3
255000,3,1060,9,9039,1,3,0,3
668750,4,2340,2,6420,1,4,2,3
344500,4,1800,4,5453,1,4,0,3
452000,4,1660,5,6150,1,4,0,3
540000,3,1300,3,62290,1,3,0,3
246000,3,1780,1,23819,1,3,0,3
535000,2,1030,3,4841,1,2,0,3
970000,4,2790,4,5420,1,4,3,3
430000,3,1150,2,3000,1,3,0,5
520000,4,3290,5,11446,2,4,0,3
712000,4,3400,2,247421,2,4,0,3
450000,2,1200,4,4000,1,2,0,3
220000,4,2160,5,8005,2,4,0,3
525000,3,1450,6,4000,1,3,1,4
1220000,4,3240,7,3600,2,4,0,3
540000,3,1470,2,1691,2,3,0,3
600000,4,2360,6,5226,2,4,0,3
600000,3,2230,8,9053,2,3,0,4
625000,4,2630,9,48706,2,4,0,3
150000,3,1010,2,25000,1,3,0,3
389999,3,1445,4,1471,2,3,0,3
285000,3,2380,5,6000,1.5,3,0,3
744000,4,2830,3,13059,2,4,0,3
700000,4,3010,1,46173,2,4,0,3
318989,4,2000,3,9000,1,4,0,4
556000,3,2020,4,3600,2,3,0,3
275000,3,2030,2,6326,2,3,0,3
430000,3,2550,5,11160,2,3,0,3
300000,2,970,2,13700,1,2,0,3
396450,3,1540,4,12446,1,3,0,5
225000,2,1396,5,111949,1,2,0,3
700000,4,2780,6,7875,2,4,0,3
260000,6,2220,7,8797,1,6,0,3
655000,4,2350,2,13402,2,4,3,3
1185000,3,2760,6,40946,2,3,0,5
1550000,3,4460,8,26027,2,3,0,3
413800,3,1440,9,4421,1,3,0,3
950000,5,5330,2,6000,2,5,2,3
334990,4,2220,4,4228,2,4,0,3
2700000,5,5305,5,8401,2,5,2,3
1030000,3,3880,3,13095,2,3,3,3
1130000,4,3810,1,8519,1,4,1,3
556000,3,1960,3,1168,2,3,0,3
360000,3,1530,4,1131,3,3,0,3
480000,4,3250,2,34293,2,4,0,4
324000,3,1750,5,7208,2,3,0,3
1050000,4,3440,2,35021,2,4,0,3
275000,1,1170,4,14149,1,1,0,5
180000,3,870,5,5330,1,3,0,3
749000,4,2930,6,18199,2,4,0,3
1600000,3,3160,7,12824,1,3,2,4
373500,2,800,2,3330,1,2,0,3
770000,4,2350,6,8001,2,4,0,4
356000,2,1060,8,16470,1,2,0,3
625000,3,2060,9,12558,1,3,0,4
494400,2,1560,2,1750,1,2,0,4
585000,4,3000,4,42200,1,4,3,3
926300,3,1660,5,4800,2,3,0,3
600000,3,1650,3,5100,1,3,0,5
430000,4,3220,1,8936,2,4,0,3
307000,3,2320,3,7500,1,3,0,3
604700,4,2750,4,14982,1,4,3,3
219900,3,910,2,6000,1,3,0,2
270000,2,840,5,867,2,2,0,3
432000,3,1470,2,1578,2,3,0,3
300000,6,2040,4,10812,1,6,0,4
361000,3,1100,5,4046,1.5,3,4,4
249950,2,940,6,8532,1,2,0,4
320000,3,1110,7,10500,1,3,0,5
305000,4,2200,2,8100,1.5,4,0,5
503000,2,2860,6,59612,1,2,4,3
235750,2,740,8,11250,1,2,0,2
657000,4,2740,9,8520,1,4,2,3
385000,3,1250,2,7300,1,3,0,4
389950,4,3140,4,8060,2,4,0,3
150000,2,820,5,10270,1,2,0,3
254500,4,2570,3,7264,2,4,0,3
555000,4,2350,1,8140,1,4,0,4
1075000,4,3600,3,9200,1,4,4,4
245000,4,1580,4,8000,1,4,0,3
319950,2,1070,2,5824,1,2,2,5
337000,3,1070,5,6109,1,3,0,5
492000,4,1640,2,5000,2,4,0,3
1170000,3,2890,4,12130,2,3,3,4
348580,3,1220,5,7876,1,3,0,3
180000,2,1400,6,4500,1,2,0,3
400000,3,1040,7,6250,1,3,0,3
295000,4,980,2,10640,1,4,0,5
910000,4,3340,6,10890,1.5,4,0,3
1150000,6,6040,8,219542,2,6,0,3
431500,3,1900,9,1612,2,3,0,3
180000,4,1740,2,7292,1,4,0,3
677000,3,2000,4,3207,1,3,0,4
1180500,3,1610,5,7200,1,3,0,3
635700,4,3240,3,13978,1,4,0,3
482000,5,2230,1,9600,1,5,0,3
168000,2,1160,3,2174,2,2,0,3
805000,4,2410,4,6000,1,4,0,5
398000,2,590,2,10945,1.5,2,0,3
665000,4,2600,5,17388,2,4,0,3
592500,4,2170,2,8240,1,4,0,4
940000,4,2080,4,4000,1.5,4,0,3
655000,4,2860,5,12394,2,4,0,3
622500,4,2980,6,8107,2,4,0,3
380000,2,1230,7,987,2,2,0,3
648360,4,2260,2,7005,1,4,1,4
432000,3,2200,6,14925,1,3,0,3
1050000,4,3030,8,12590,1.5,4,0,4
353250,2,1060,9,1600,2,2,0,3
1000000,4,4260,2,18687,2,4,0,3
320000,3,998,4,844,2,3,0,3
349900,4,2052,5,3723,2,4,0,3
330000,4,3150,3,6202,2,4,0,3
408000,3,1950,1,7221,1,3,0,4
321000,3,1347,3,1292,3,3,0,3
1051000,4,3860,4,5474,2.5,4,0,3
2150000,4,5060,2,10320,2,4,0,3
359000,3,1360,5,885,3,3,0,3
300000,5,2760,2,6000,2,5,0,3
380000,5,2420,4,4670,2,5,0,3
660000,3,2450,5,4332,2,3,0,3
355000,3,1280,6,959,3,3,0,3
259000,3,1550,7,3569,2,3,0,3
353000,1,550,2,1279,2,1,0,3
430000,2,1520,6,1588,2,2,0,3
460000,3,1670,8,4005,1.5,3,0,4
80000,1,430,9,5050,1,1,0,2
782000,4,2380,2,9614,2,4,0,4
218000,3,960,4,9633,1,3,0,5
325000,3,1920,5,6862,1,3,2,3
980000,4,3680,3,5854,1,4,3,3
902000,4,2530,1,9200,1,4,0,5
556000,5,3840,3,16905,2,5,0,3
662990,3,1240,4,3600,1.5,3,0,5
225000,2,1300,2,11867,1.5,2,0,4
439950,4,2380,5,12067,2,4,0,3
175000,2,1300,2,44431,1,2,0,5
306000,2,780,4,13500,1,2,0,4
235000,4,1810,5,39639,1,4,0,3
399500,3,2420,6,12676,2,3,0,3
478000,3,1280,7,2580,1.5,3,0,3
515000,2,1680,2,6500,1,2,0,4
550000,3,2510,6,5400,2,3,0,3
149000,3,1700,8,8645,1,3,0,3
526000,3,1680,9,3420,1,3,0,3
527550,1,820,2,59677,1,1,0,3
1050000,3,4380,4,42769,2,3,0,5
625000,3,2600,5,10092,1,3,0,3
950000,5,3400,3,7452,2,5,0,3
377691,5,2120,1,8399,1,5,0,4
648475,4,2250,3,5700,1,4,0,3
383000,3,1800,4,5612,1,3,0,4
535000,3,2210,2,7620,2,3,0,3
449950,3,1560,5,4080,2,3,0,3
465425,4,2430,2,20720,1,4,0,3
675000,4,2560,4,36601,2,4,0,4
599000,3,1960,5,2500,1.5,3,0,5
416000,3,1110,6,9762,1,3,0,4
595000,2,1030,7,4500,1,2,0,3
200000,4,1350,2,11507,1,4,0,3
402000,3,1540,6,1827,2,3,0,3
433000,4,1830,8,9600,1,4,0,4
275000,4,1930,9,15531,2,4,0,3
410000,3,1650,2,9641,1.5,3,0,3
554820,4,3510,4,12905,1,4,2,3
1325000,4,3370,5,7920,1,4,3,3
735000,3,2390,3,9157,2,3,0,3
607000,3,1230,1,8114,1,3,0,4
549900,4,2830,3,213879,2,4,0,4
258000,3,1620,4,7540,1,3,0,3
661254,4,2290,2,6250,1.5,4,0,5
945000,4,2840,5,13367,1,4,0,3
799950,4,4220,2,196817,2,4,0,3
132500,3,1080,4,10500,1,3,0,3
467100,3,1620,5,8645,1,3,0,3
1610000,4,4390,6,11600,2,4,3,3
641000,3,1620,7,3975,1,3,0,5
350000,3,1010,2,11244,1,3,0,4
335000,4,1750,6,8476,1,4,0,4
900000,3,4080,8,217697,1.5,3,3,3
440000,4,2560,9,10400,1,4,0,4
464600,3,1120,2,5500,1.5,3,0,4
1200000,4,4740,4,172497,2,4,0,3
300000,2,1340,5,7788,1,2,2,3
670500,4,1590,3,6750,1,4,0,3
552000,3,1430,1,5000,1,3,0,4
244000,4,1450,3,8960,1,4,0,3
788600,4,3500,4,7200,2,4,0,3
445000,3,1630,2,8702,1,3,0,3
530000,4,1814,5,5000,1,4,0,4
90000,2,580,2,7500,1,2,0,3
585000,3,1670,4,4572,1.5,3,0,3
498000,2,1140,5,8282,1,2,0,3
379000,2,800,6,6380,1,2,2,3
462000,3,1300,7,2580,1,3,0,5
388000,4,2440,2,7155,2,4,0,3
255000,3,1490,6,8371,1.5,3,0,3
665000,3,1800,8,9550,1,3,0,4
550000,3,1830,9,9152,1,3,0,5
606000,3,1500,2,3920,1,3,0,3
334000,4,2210,4,6080,1,4,2,4
360000,3,1270,5,1323,3,3,0,3
235000,2,1140,3,1730,1.5,2,0,3
580000,3,1620,1,1173,3,3,4,3
355000,3,1220,3,1186,3,3,0,3
375000,2,750,4,1430,2,2,0,3
372000,4,1960,2,9300,1,4,0,5
479000,3,1370,5,3000,1.5,3,0,3
2000000,5,4580,2,4443,3,5,4,3
1680000,4,5584,4,68257,2,4,0,3
501000,2,1010,5,4320,1,2,0,5
245000,3,1260,6,6908,1,3,0,3
496700,3,1740,7,5782,2,3,0,4
347000,4,2670,2,10026,2,4,0,3
199000,2,720,6,7200,1,2,0,5
440500,3,2460,8,4399,2,3,0,3
820000,4,3670,9,7000,2,4,0,3
325000,4,2630,2,3435,1.5,4,3,3
195000,3,1570,4,8459,1,3,0,3
675000,3,2980,5,28000,1,3,0,3
295000,3,1560,3,4200,2,3,0,3
